Age_Months,Avg_Runtime_Minutes,Std_Dev_Minutes
43.800000000000004,315.34999999999997,71.22505216253305
44.0,311.34999999999997,40.869742271432706
44.2,308.24999999999994,60.576913919413236
44.400000000000006,301.83333333333337,54.23421429319318
44.6,340.50000000000006,81.70628290815013
44.800000000000004,312.45,84.65269077563663
45.0,300.51666666666665,83.58550013808217
45.2,258.26666666666665,27.555217291830594
45.400000000000006,291.15,53.881889866220874
45.6,312.9166666666667,61.90944327537331
45.800000000000004,275.75,74.15824858593501
46.0,273.85,58.71903202729267
46.2,290.5166666666667,86.26823317743072
46.400000000000006,290.9833333333333,48.35582522647435
46.6,305.9333333333333,48.84995166607412
46.800000000000004,285.1166666666667,49.267131820086476
47.0,313.76666666666665,59.48674922479235
47.2,332.2666666666667,79.28798423748988
47.400000000000006,287.7,50.10110888105284
47.6,315.5666666666667,75.39599900967336
47.800000000000004,237.7666666666667,23.915034787532484
48.0,281.8833333333333,65.90089571132971
48.2,276.35,40.69817426972478
48.400000000000006,283.85,42.87426384207664
48.6,283.1833333333333,41.75520260332171
48.800000000000004,282.96666666666664,55.96029346281561
49.0,326.5666666666667,77.64893216694398
49.2,288.85,56.51324574331619
49.400000000000006,270.96666666666664,41.675052489469046
49.6,321.99999999999994,98.2270046598411
49.800000000000004,276.6333333333333,49.49465739967407
50.0,285.16666666666663,65.54103888235049
50.2,328.6333333333333,91.64680997054823
50.400000000000006,269.58333333333337,47.085575167867376
50.6,280.05,41.74512945642082
50.800000000000004,253.85,42.459945177124816
51.0,303.33333333333337,54.783969674835845
51.2,273.2,58.610143225288994
51.400000000000006,273.01666666666665,63.258484279449284
51.6,258.45,55.57322746710966
51.800000000000004,318.21666666666664,33.73154227788057
52.0,315.15,60.00765923335675
52.2,299.06666666666666,65.09250682255559
52.400000000000006,258.1333333333333,50.28152963288033
52.6,308.51666666666665,59.12470107981754
52.800000000000004,270.90000000000003,27.606983818511498
53.0,261.08333333333337,64.69038439624032
53.2,269.9166666666667,44.84214597402264
53.400000000000006,302.31666666666666,48.67222856345632
53.6,277.21666666666664,58.955211342547535
53.800000000000004,277.18333333333334,59.01616774711448
54.0,309.6166666666667,56.7872760591862
54.2,253.0,38.71412317660485
54.400000000000006,326.43333333333334,73.05995255039977
54.6,271.3833333333333,58.453355098079896
54.800000000000004,269.6166666666667,66.93106113341133
55.0,304.59999999999997,73.0201342096822
55.2,284.79999999999995,50.84151846670199
55.400000000000006,274.6,50.562348749945464
55.6,285.41666666666663,61.31377632038877
55.800000000000004,307.33333333333337,75.65818601520334
56.0,274.91666666666663,72.14754365573062
56.2,270.24999999999994,63.48798005222021
56.400000000000006,312.15000000000003,41.34962380589319
56.6,281.08333333333337,58.38427537540489
56.800000000000004,286.71666666666664,73.03815783547665
57.0,272.53333333333336,37.393017767730086
57.2,266.3666666666667,38.05863896673133
57.400000000000006,305.4833333333333,75.04629867251579
57.6,307.4666666666667,74.58320484160254
57.800000000000004,257.6333333333333,56.940797715209825
58.0,282.75,47.40940190393556
58.2,310.1333333333333,82.50322552617092
58.400000000000006,243.33333333333331,43.11805499633149
58.6,257.16666666666663,63.81239865592127
58.800000000000004,288.78333333333336,34.97443907897436
59.0,265.75,90.32153213197098
59.2,294.81666666666666,69.2937166463646
59.400000000000006,300.15,76.9933059860834
59.6,268.73333333333335,55.155799533886025
59.800000000000004,260.9,59.40231009350095
60.0,274.3833333333333,53.32515822761334
