Age_Months,standby,social,game,video,nav,Total_Energy_Wh
53.5,0.891183410418262,1.185821671536579,4.230210784448342,3.2841148053865483,1.4077205880278312,10.999051259817563
54.0,0.9572677898374113,1.7018348772511982,4.291054114122302,3.12872983056518,0.8926364105316597,10.971523022307752
54.5,0.8982356026355034,1.209271221842995,2.6057198466854756,5.005698081005142,1.1990843591792442,10.91800911134836
55.0,1.0490349455671841,1.471062261483447,3.478704145342831,4.10402929853293,0.805728420787673,10.908559071714064
55.5,0.675590079807786,1.3804712877497767,3.3010191133569213,4.069511667693933,1.4507160920575497,10.877308240665966
56.0,1.10853343439052,1.5258307414955719,3.170951014087714,3.7423448252473115,1.302431291991327,10.850091307212445
56.5,1.001419251767238,1.1804802862574724,3.2674113435062893,4.16962073999978,1.2053714350643487,10.824303056595127
57.0,0.9086118014527228,1.5153456258416322,3.4024598429066186,3.662812967188612,1.3218147043742356,10.811044941763821
57.5,0.6791723325399264,1.4751762134344129,3.208595877750289,4.011883126966538,1.395322080378675,10.770149631069842
58.0,1.2732080215047525,1.7000754136191731,2.2786998156722964,4.846616643698965,0.6658133969219313,10.764413291417119
58.5,0.9345468314454036,1.9055749825550716,3.6016993415406926,3.7015671233555634,0.566066102959531,10.709454381856261
59.0,0.9972612074145895,1.12195304759288,3.7006002361670602,3.671187479355616,1.1964706210611946,10.68747259159134
59.5,0.8663783738757258,1.5907371076340935,2.453116620727076,4.745981604180303,1.0058980322426818,10.66211173865988
60.0,1.0375133493748243,1.318410607555774,3.3731960006131323,3.8719432137701437,1.0353820849982007,10.636445256312076
