Age_Months,standby,social,game,video,nav,Total_Energy_Wh
0.0,0.8871702861342419,1.4520270873472079,4.895128511469005,5.328008989482205,1.8001209411612775,14.362455815593936
0.5,1.1484507408208449,2.0558343829820735,4.172243548288043,5.470951230371401,1.4712512963951703,14.318731198857533
1.0,1.1918639253786774,1.9345741816870703,4.360664389290009,4.778924625389295,2.0395449742646847,14.305572096009737
1.5,1.142299949144389,1.9401393930920325,3.554090799343226,5.819736797544076,1.808556747742198,14.26482368686592
2.0,1.3346966751459692,1.8485009111350927,4.301248577468545,5.238384828193957,1.5180874664736186,14.240918458417182
2.5,1.3416764588848753,2.0123681922888506,4.052194069835776,5.110326063287429,1.6667976215863392,14.18336240588327
3.0,1.2116827641103096,1.755469875000476,4.426014872238899,4.986685704136087,1.7790852767811678,14.15893849226694
3.5,1.0327622280053212,1.6862375188618521,4.022644293302956,6.1121073156974735,1.2585535187843704,14.112304874651972
4.0,1.2190785780484126,1.4965695490956283,4.955051618175589,4.942271050791068,1.4663184994165035,14.079289295527202
4.5,1.330056280984549,1.8417124174045547,3.8055110239981205,5.550380168890584,1.5314902454387733,14.059150136716582
5.0,1.0584029309205094,1.682834002285567,4.20733590740022,5.471249221647049,1.5876786616638376,14.007500723917184
5.5,1.0902432729745122,1.420163432190968,4.695311266037937,5.8190965424734555,0.932354061504374,13.957168575181246
6.0,1.017433947415642,1.479055131713096,4.848495758120465,5.266283788947539,1.3114394151392408,13.922708041335982
6.5,1.0282388530110962,1.7130459850064281,3.1307803733720347,6.293559401158467,1.7334011997249341,13.89902581227296
7.0,0.9948667353162329,2.1361025039153616,3.966998508724704,5.365132689069809,1.4038531306752853,13.866953567701392
7.5,1.1117374333863426,2.0659735763292217,4.085670774040285,5.484801733345503,1.082541344149484,13.830724861250836
8.0,0.9882942500666188,1.8388486591062105,5.266184308790687,3.9647425758959707,1.7518063662492978,13.809876160108786
8.5,0.9769497220635622,1.4946253117909163,4.4990681292830255,5.657469737557961,1.1162414409499508,13.744354341645415
9.0,0.8612304361988811,1.223887077188254,4.635088418169332,5.673748875976255,1.3090804602257988,13.703035267758521
9.5,0.8536815381571505,1.3026215483547907,4.64085859939554,5.442405202370418,1.4439636178510127,13.683530506128912
10.0,1.1522757517738031,1.629468036975427,3.9066854848209736,5.013264252470047,1.9689112518853902,13.670604777925641
10.5,1.1050268194896131,1.8962474330033336,5.743858218444648,3.5088413806465324,1.3952771818127878,13.649251033396915
11.0,1.2586418123204766,2.150234600851081,3.893773740440493,4.2748554010545545,2.0560484624765514,13.633554017143156
11.5,0.9092899193314941,1.8465972690602603,3.974426370084944,5.14259190438478,1.686061346872792,13.55896680973427
12.0,1.2050155275563366,2.061730975534952,5.085000715983565,3.791251489285745,1.3994137224538885,13.542412430814487
12.5,1.2682664375238573,1.7072396003726817,4.367439591114879,4.91596923400442,1.2359402818144072,13.494855144830245
13.0,1.2266977701444988,1.595469313049446,3.944723940867456,4.75286338685273,1.9394526057307417,13.459207016644873
13.5,0.7962356626709649,1.9006376858929792,4.3196336571526315,4.920257540470514,1.4879208708582776,13.424685417045367
14.0,1.0568140901009497,1.3779408206160144,3.838668369978717,5.801301708492152,1.3152594414244823,13.389984430612316
14.5,1.1128384112356478,1.8587930525238314,3.4897854267591244,5.0936499580445656,1.8246686394989033,13.379735488062073
15.0,1.0079915453796147,2.080110695090774,4.366141759527043,4.759059302486265,1.1318060941850847,13.345109396668782
15.5,0.9187067042494469,1.749724828260731,3.6726137014725717,5.477321704906887,1.4739657635193446,13.29233270240898
16.0,0.97270341260995,1.4675196011635214,3.0447166985931804,5.743473858914943,2.016322451857425,13.244736023139021
16.5,0.9101053876807369,1.879356495067606,3.1001493895505248,5.859117104601719,1.4722585234689394,13.220986900369526
17.0,0.89016071196117,2.0138513131550226,2.499237975161071,5.7625593440007465,2.028365821618787,13.194175165896798
17.5,1.0072939325917138,1.5016960293253414,4.381875721622448,4.604399846638734,1.6734099521153583,13.168675482293596
18.0,1.3481980170278425,1.8247275394720202,4.556743845774905,4.1190162141576865,1.2912686081067406,13.139954224539196
18.5,1.006232687728257,1.7750738040900482,3.878297323221379,5.068366832284177,1.3537257598367338,13.081696407160594
19.0,0.8916804253786353,1.8463867538545284,3.8839018933902065,4.401231984461809,2.045309130108101,13.06851018719328
19.5,1.0900931467155406,1.85708684299675,3.2624996877496906,5.3814666388518315,1.439818288148924,13.030964604462737
20.0,1.128086366130799,1.5608041048298233,3.857391732688755,4.611003965912932,1.8487452290166053,13.006031398578914
20.5,1.406514487567799,1.5924123056783828,4.095849893139019,4.569753464246369,1.304260248238935,12.968790398870505
21.0,1.3243236860661312,1.137585861302674,2.6825488911049655,5.7433438459615385,2.030180423263521,12.91798270769883
21.5,0.9531294903107529,1.3327949194816104,4.526851117372323,4.9526741192556445,1.1229201885216828,12.888369834942013
22.0,1.0700375507065905,1.7715130644716561,2.903389938748205,5.315461633552242,1.8055051820414953,12.865907369520189
22.5,1.0817088607045244,1.9159115120095427,2.865764979028539,5.2698449864335934,1.6982545768094734,12.831484914985673
23.0,1.2792896479764022,2.076809662805403,3.153789422738145,5.228935004954772,1.0751349053956278,12.81395864387035
23.5,1.0715722300431745,2.228297573306661,3.1697844729654094,4.442180060267194,1.8772642117449074,12.789098548327347
24.0,0.7692608273241378,1.2568926532061948,5.156910327060494,4.188958364247213,1.3416852832481048,12.713707455086144
24.5,1.1103085915609672,1.8978800992046159,4.0552375992861664,4.698310364601279,0.9669976936047193,12.728734348257747
25.0,0.8109515770145501,1.794380767916183,3.5266883681425623,5.167849777382733,1.3714765345080762,12.671347024964104
25.5,1.1820515205377473,1.6917034280788077,3.3894510601030667,4.521800117376751,1.8714241910484237,12.656430317144796
26.0,1.0643869196281808,1.7851084184262815,3.65398258007647,4.868269869033242,1.250880428558569,12.622628215722743
26.5,1.06531166692231,1.4387529986500305,3.8821434346420767,4.921158996957481,1.2590792381504146,12.566446335322313
27.0,1.0462470440013918,1.7983651318760947,3.813672193667487,4.1658008961208655,1.7398200564310835,12.563905322096922
27.5,0.9870319909695601,1.0999789030818223,3.3859966409933673,5.207589149423652,1.8075393842925322,12.488136068760934
28.0,0.975288586278402,1.273311823248114,3.5532879090608867,5.129276208772312,1.5529294772932392,12.484094004652954
28.5,0.8380092594064125,1.1602418963448848,4.648316405505113,4.306134419655434,1.494764323012369,12.447466303924214
29.0,1.0048871617782482,1.2476368972495133,2.7613487869925475,5.8970176360170585,1.5165752545864963,12.427465736623864
29.5,0.769994390546663,1.9742488674267298,4.175507563250509,4.0146084752388465,1.4615652878651644,12.395924584327913
30.0,1.288162371804532,1.728917307207227,3.453997409472399,4.040585650835454,1.8745800427301522,12.386242782049765
30.5,1.2320163600841039,2.212532945834985,3.4633977263666513,4.270025428626778,1.1655814286339328,12.34355388954645
31.0,1.048515981320029,2.039585907898413,4.072427307242593,4.152902790561249,0.9918241521980471,12.305256139220331
31.5,0.977603914869442,1.745190255147136,4.100844988482046,3.9532770070060814,1.499454235513841,12.276370401018546
32.0,1.1899422790829755,1.4137041116341127,2.6774597781122234,5.6620110061327775,1.2799741077203517,12.223091282682441
32.5,1.0622530562344348,1.9571701419956424,2.9294970715299518,4.828631418077419,1.4437529453525972,12.221304633190044
33.0,0.7818546482724102,1.6935070033783042,4.128985347628711,4.133658174422941,1.4409727847086669,12.178977958411032
33.5,0.7811693529824293,0.9577883652435562,4.173192573429708,4.877039015224123,1.334874310116335,12.124063616996152
34.0,0.9982352665232705,1.7780731001687173,3.4759760899094854,4.410339660608807,1.4522965246282014,12.114920641838482
34.5,0.9052406472048776,2.025990280029548,3.113714378817728,4.436510567078798,1.6169370325807868,12.098392905711739
35.0,0.9164614046842541,1.364813334211126,3.3296711020613463,4.736308475175864,1.7066503741516332,12.053904690284224
35.5,0.9323756459615816,1.52659653603303,2.968187931221118,5.097708632018697,1.4955937486955304,12.020462493929957
36.0,0.938980422339626,1.557433091170929,3.404890457791199,4.705341689192136,1.3849416938699979,11.991587354363888
36.5,1.045480285122094,1.7308098236738974,4.139899175529122,3.4676002134296864,1.5974931988641619,11.981282696618962
37.0,0.9544521173285769,1.420204002579142,3.8638491252698146,4.436576371970266,1.2473622204489152,11.922443837596715
37.5,0.9230273344682834,1.0846309310666271,4.54057417046699,4.12693693167233,1.2245432921139918,11.899712659788223
38.0,1.0928515411381772,1.4238520517134268,3.401739780442459,4.652364790510641,1.3037234864896168,11.87453165029432
38.5,0.8509015990469365,1.5334941848521007,2.8433214574739636,5.269584522341248,1.3406704735586696,11.837972237272918
39.0,0.7716381761666725,1.7213192225459186,2.838199415353122,5.17856001718641,1.291793119838655,11.801509951090777
39.5,0.9235361196466592,1.876050620291198,3.320480710167032,4.078598973461656,1.60291815425595,11.801584577822496
40.0,1.0583867782464134,1.298596326001979,3.6073026333966087,4.66736304011392,1.1261403559904304,11.757789133749352
40.5,0.937124370452886,1.4411688204372093,4.923340471715286,3.566252413121799,0.873495344120086,11.741381419847267
41.0,1.3631897680730196,1.3495128328036092,3.4375252610774005,4.062789859685734,1.4856427320522094,11.698660453691973
41.5,0.8723717397518087,1.358090434571754,3.7156750669665755,4.667640359790982,1.0503670723525205,11.664144673433642
42.0,0.8641451478992299,1.6035815968023008,4.056173628075607,3.874450465034213,1.2410225977523088,11.639373435563659
42.5,0.755748518504042,1.270839286348353,3.644373146765851,4.799781301262489,1.1191640237965483,11.589906276677283
43.0,0.7674210486979797,1.195041730613904,3.8715196460349275,4.049227090834464,1.688611116718578,11.571820632899852
43.5,0.7199406226790233,1.576741008336376,3.180382827754447,3.9846259178437426,2.0906180074737337,11.552308384087322
44.0,0.6301308282574852,1.7670875096738385,2.611396379000652,5.208312111821887,1.2876787291295937,11.504605557883457
44.5,1.080401249247075,1.7372078966873785,3.3050720666483975,4.406341055443113,0.9754548221083904,11.504477090134355
45.0,0.6679254106320208,1.5541366798902128,3.1417976583055913,4.715363813592871,1.38431344695588,11.463537009376576
45.5,0.9919148390811776,1.579558815968805,2.807545287174575,5.101682022405449,0.9472767560907986,11.427977720720806
46.0,0.7757731039162964,1.5626441237132878,3.780889409416521,4.358201569945865,0.9278197849880525,11.405327991980023
46.5,0.883711771193704,1.283028075064754,2.8237283049012807,5.1255166918712955,1.2560274690281772,11.372012312059212
47.0,0.9305107303691196,1.5580834003258532,2.9520914820144157,4.422504229976549,1.4954696142727553,11.358659456958693
47.5,0.9810675403498171,0.9473327061931874,4.324758321066125,3.6185931520095163,1.4284729262117641,11.30022464583041
48.0,0.7782343668418712,1.4132972722273682,3.647621416591657,4.3242741226496975,1.1312527621868655,11.29467994049746
48.5,0.9395478421567696,1.1982528300776254,3.133128772195416,4.063742241797395,1.9302228192895852,11.264894505516791
49.0,0.9155079420435318,1.4071144184999036,3.7489048228798443,4.448080707993967,0.7120513525750031,11.23165924399225
49.5,0.7626777917592369,1.2134377840802637,2.908289171927854,5.525846245574499,0.7711385097334874,11.18138950307534
50.0,0.7308590832861644,1.5722677738689548,3.891651991833235,4.066883725264932,0.9206908063814816,11.182353380634769
50.5,1.237382721230474,1.2962315170391792,2.9954410789055204,4.469272594841407,1.1596123676800274,11.157940279696609
51.0,1.1817283283447575,1.9391513566533014,2.8401243712722746,4.199707860263965,0.9889709317197748,11.149682848254074
51.5,0.9139422815478335,1.0189051920850056,3.141584789786796,4.515159197002122,1.5080625858857915,11.097654046307548
52.0,0.7545952173869664,1.3374564108069742,2.9141860510066584,4.934358951074479,1.1086099603262738,11.049206590601353
52.5,0.7962010743803181,1.4404200045224245,3.0235918018962376,4.243731283556041,1.528189545388313,11.032133709743334
53.0,1.0156407989586282,1.3798429064818614,3.2104355892043026,4.132132322306548,1.2859684287320927,11.024020045683432
