Seed,P_value,Time_Minutes
378280649,1.712875769648678,368.1166666666667
378281646,2.0274853361407734,443.25
378282643,2.2700985427843094,438.03333333333336
378283640,2.1656801976045115,357.6
378284637,1.9552759994627746,372.26666666666665
378285634,1.7212866284944428,296.8833333333333
378286631,1.8853387401244495,238.36666666666667
378287628,1.773454360797258,262.55
378288625,2.4262407602956704,315.65
378289622,1.9219723094343508,323.8
378290619,1.6484544948651796,329.43333333333334
378291616,2.1890910557953767,413.1
378292613,2.227890523180041,358.05
378393310,2.4464019633622582,380.28333333333336
378394307,2.3229519295870014,492.31666666666666
378395304,1.9845084968547555,355.01666666666665
378396301,1.6129304880625397,315.51666666666665
378397298,2.01299794769247,316.7
378398295,2.3353109792680486,500.01666666666665
378399292,2.312599815079432,396.55
378400289,2.5360497376073803,498.6
378401286,2.433161108501644,532.2333333333333
378402283,2.369312520757224,301.0833333333333
378403280,2.345467459824203,375.4166666666667
378404277,2.404980417373005,285.1
378405274,2.5045987533237435,382.3333333333333
378406271,2.0207343186922233,319.1
378407268,1.7559032304795017,345.1333333333333
378408265,2.583375178647302,431.46666666666664
378409262,1.4091726618705034,240.91666666666666
378410259,1.4876943346508564,316.23333333333335
378411256,1.8995996304280873,324.68333333333334
378412253,2.335734393111442,402.5833333333333
378433190,2.3356630003055296,436.3833333333333
378434187,1.9253672353599893,253.0
378435184,2.1845086502151574,379.55
378436181,2.2507357980889413,413.3666666666667
378437178,2.6066538045268457,354.1666666666667
378438175,1.5566150178784268,279.65
378439172,2.500640832328106,442.1166666666667
378440169,2.641870149536248,352.18333333333334
378441166,2.2628306794391926,262.7
378442163,2.035504142817116,416.3666666666667
378443160,2.4105820624724172,339.8666666666667
378444157,2.6988429643711696,508.46666666666664
378445154,2.355961057615577,313.26666666666665
378446151,2.019517795637199,420.96666666666664
378447148,2.0290706826887757,317.6
378448145,2.036654306729074,274.1666666666667
378449142,2.522933818026302,311.75
378450139,2.3404410757499656,365.0
378451136,2.5071963806022906,589.4
378452133,2.5828114941183355,569.55
378353430,2.5907452541965603,485.5
378354427,2.1947012343128645,322.7
378355424,2.4327121505847034,533.0166666666667
378356421,1.9354432894126992,251.7
378357418,2.2012256427442907,348.1
378358415,2.3158121313874895,387.1333333333333
378359412,2.2308479587581975,439.6666666666667
378360409,2.513423658527866,466.2
378361406,2.2771245920693817,372.8
378362403,2.4810748115213612,431.06666666666666
378363400,2.2349936682144365,394.81666666666666
378364397,2.293029242588794,414.3333333333333
378365394,1.65300629697339,328.18333333333334
378366391,1.9308787613474032,361.6666666666667
378367388,2.073062084874518,419.03333333333336
378368385,2.405873630149373,460.8
378369382,2.132691112492231,429.05
378370379,2.5279128921415506,373.46666666666664
378371376,2.0666365739434633,295.3666666666667
378372373,1.844182365854904,326.43333333333334
378453130,1.9820438659918052,414.8833333333333
378454127,1.7796986671817654,345.1166666666667
378455124,1.9413549039433773,346.1333333333333
378456121,1.835860949884541,267.03333333333336
378457118,1.7338893967093234,291.71666666666664
378458115,2.2960850801479658,324.3833333333333
378459112,2.666655242142784,486.26666666666665
378460109,2.4145068058922248,446.9
378461106,2.411508940059453,375.6333333333333
378462103,2.548677731169068,456.9
378463100,2.416424444055332,475.9
378464097,2.1586290285076504,358.3666666666667
378465094,2.2664787707973453,366.6166666666667
378466091,1.604357080255415,266.21666666666664
378467088,2.133751788434024,361.1
378468085,1.8147577709325118,238.05
378469082,2.0764708764022926,340.2
378470079,2.011140974510144,384.45
378471076,2.3537753928708316,347.85
378472073,2.145388480172259,371.51666666666665
378592710,2.0501045660508885,382.51666666666665
378593707,1.8184881816054297,356.06666666666666
378594704,1.848421285051888,301.9166666666667
378595701,1.9637128000885054,301.28333333333336
378596698,2.1811167628736357,291.6
378597695,2.0530441122858183,365.71666666666664
378598692,1.710290986515259,234.81666666666666
378599689,1.9886249581799933,348.7
378600686,1.9204643501451093,212.46666666666667
378601683,2.030519223147047,336.3833333333333
378602680,1.613658162286591,347.51666666666665
378603677,1.442521977714318,297.6333333333333
378604674,1.9966406142876731,243.08333333333334
378605671,1.768503700740148,333.25
378606668,2.1886276186404445,389.81666666666666
378607665,2.216366374162729,320.96666666666664
378608662,2.1925227744204925,369.55
378609659,2.4602762204293724,487.51666666666665
378610656,2.4664938503116205,302.1666666666667
378611653,1.3990916832245246,293.56666666666666
378532890,2.0539752738968744,331.6166666666667
378533887,1.8973610758690687,262.71666666666664
378534884,2.44271229912235,415.8666666666667
378535881,2.4681228124584647,376.1666666666667
378536878,2.2530554922948456,439.0833333333333
378537875,2.380134346437617,302.68333333333334
378538872,2.2651615759185484,414.1333333333333
378539869,2.473696933071461,551.5666666666667
378540866,2.404863462468669,379.0
378541863,2.0799314585223265,330.68333333333334
378542860,1.9505807814149947,315.65
378543857,2.0149554696689633,396.71666666666664
378544854,2.5656098350048526,515.15
378545851,1.7294131158837716,290.21666666666664
378546848,2.079572855666552,338.6666666666667
378547845,2.0577887890987925,269.06666666666666
378548842,2.413298964568133,381.46666666666664
378549839,2.025686365751512,358.15
378550836,2.1288325595014013,398.43333333333334
378551833,1.4672341575462775,246.68333333333334
378473070,2.385612443292288,385.73333333333335
378474067,2.330215630258678,425.8666666666667
378475064,2.252671627594696,297.8666666666667
378476061,2.4909554030134267,386.03333333333336
378477058,2.4604174257013476,320.2
378478055,2.2164596697147534,366.3333333333333
378479052,1.9128370357809052,294.8333333333333
378480049,2.4733512329105327,540.0333333333333
378481046,1.722770709043873,315.6666666666667
378482043,2.372025536854324,315.8666666666667
378483040,2.086400174987696,304.76666666666665
378484037,2.76661521699655,734.25
378485034,2.500928704100586,349.93333333333334
378486031,2.3802920338690168,385.78333333333336
378487028,2.283214517174336,411.45
378488025,2.2232229978233136,222.03333333333333
378489022,2.4707573607016777,457.93333333333334
378490019,1.9566759047929572,408.9166666666667
378491016,2.266690676630802,370.2
378492013,2.522264295643004,347.7
378512950,2.270696022063292,356.53333333333336
378513947,2.1975873705441993,429.6666666666667
378514944,1.7939684329199548,236.51666666666668
378515941,2.38059754961668,465.21666666666664
378516938,1.9012084280107415,322.71666666666664
378517935,2.256626568765297,320.03333333333336
378518932,2.0143999123959704,304.3833333333333
378519929,2.06621069630474,350.8833333333333
378520926,2.0512652132037474,380.68333333333334
378521923,2.422115535145854,319.3666666666667
378522920,2.3843275649474895,391.96666666666664
378523917,2.429473939982991,411.53333333333336
378524914,2.259317435384835,350.1333333333333
378525911,2.7094956899477363,491.0833333333333
378526908,2.1301278989545187,314.03333333333336
378527905,2.093708510000428,389.1333333333333
378528902,1.9715339299365924,370.6
378529899,2.469661179596959,451.55
378530896,1.7834427706965366,258.8833333333333
378531893,1.871907422186752,292.35
378552830,2.2525961618343446,401.21666666666664
378553827,1.9512598459462989,382.96666666666664
378554824,1.800562927221552,290.1333333333333
378555821,2.3174090445426723,392.1166666666667
378556818,2.31487500501585,415.3333333333333
378557815,2.104727017262144,332.1166666666667
378558812,2.3997620708044463,406.26666666666665
378559809,1.9469608192795642,327.1
378560806,2.2783058282849384,319.1166666666667
378561803,2.330063988251337,317.75
378562800,2.271374192720585,389.6666666666667
378563797,2.4079832112724313,389.1333333333333
378564794,1.961825652807847,377.2
378565791,2.225654747425606,205.53333333333333
378566788,2.607219552101442,488.93333333333334
378567785,1.9638010974520395,391.8
378568782,1.9299624708388274,328.6166666666667
378569779,1.9126988465533263,304.8666666666667
378570776,1.9954286359275355,295.3
378571773,2.418905183679396,344.3333333333333
378493010,2.096097605556571,364.71666666666664
378494007,2.129774001401542,380.51666666666665
378495004,2.152876508513804,403.25
378496001,2.467254347721937,347.8666666666667
378496998,1.9749849800644494,305.1333333333333
378497995,2.11195080736012,355.05
378498992,2.460681271368874,526.45
378499989,2.1789004029936674,347.3833333333333
378500986,2.4283785955327017,518.5666666666667
378501983,2.3814494780480495,333.6666666666667
378502980,1.9386709736963543,361.15
378503977,2.1249499399279137,416.15
378504974,2.4428951704905564,525.9166666666666
378505971,2.013455428891796,356.71666666666664
378506968,2.4441893929011926,486.45
378507965,1.7915277087915986,234.86666666666667
378508962,2.1767541510444564,342.26666666666665
378509959,2.272896401424547,313.53333333333336
378510956,2.3497035371089754,407.56666666666666
378511953,1.6673222539089392,338.95
378572770,2.556532335277222,382.95
378573767,1.8111775078369905,340.25
378574764,1.867888198757764,268.31666666666666
378575761,2.2597188378631676,444.56666666666666
378576758,2.507497247845728,439.03333333333336
378577755,2.3817338565822332,373.71666666666664
378578752,2.3652118100128368,519.3166666666667
378579749,1.7446236559139785,235.58333333333334
378580746,1.9148364764860348,279.25
378581743,1.8895345492204132,289.6666666666667
378582740,2.3286314101052037,353.26666666666665
378583737,2.4721264863001893,386.85
378584734,1.7002879868348875,243.05
378585731,1.7772136010953903,292.1166666666667
378586728,1.9778631760137704,416.3333333333333
378587725,2.0985138918802497,386.9
378588722,2.3107657755560385,460.0833333333333
378589719,2.3039146243566133,352.93333333333334
378590716,2.1899371069182387,331.23333333333335
378591713,2.2599882058086393,452.18333333333334
378612650,2.129451329064357,361.76666666666665
378613647,2.4917632702867607,355.1
378614644,1.89794714487966,282.51666666666665
378615641,2.0603872510693098,362.3666666666667
378616638,2.2134211463154148,374.51666666666665
378617635,2.4400797333058395,484.93333333333334
378618632,2.650074505073441,469.75
378619629,1.9656994104586172,217.66666666666666
378620626,1.543906961065228,296.6333333333333
378621623,2.069336036492651,328.81666666666666
378622620,2.67679982833232,466.0
378623617,1.8868492172760185,326.8333333333333
378624614,1.7695408734602462,297.65
378625611,2.451080773606371,439.48333333333335
378626608,2.727172505029904,604.7
378627605,2.3718893005011985,382.4
378628602,2.128366901237564,343.4
378629599,2.3253293469120813,356.75
378630596,1.8993415296772116,361.93333333333334
378631593,2.2117986343780482,392.96666666666664
378632590,2.2121748363121574,376.71666666666664
378633587,2.3372637493614845,391.51666666666665
378634584,2.2461812425801346,421.15
378635581,2.5122861960973255,415.0833333333333
378636578,2.5031897651643162,483.3
378637575,1.9208517268242016,320.9
378638572,2.0016897797459503,286.01666666666665
378639569,2.275887691736107,314.0
378640566,2.325746551021596,286.3
378641563,2.212284253142979,312.85
378642560,1.9523190073547807,333.1
378643557,2.414674147604661,386.15
378644554,2.249496584672484,422.1
378645551,2.0516761687571266,365.4
378646548,2.5006756522643014,481.0
378647545,2.285245745793326,350.6166666666667
378648542,1.595881927959542,322.95
378649539,2.275361132708598,407.26666666666665
378650536,2.202217814641183,369.71666666666664
378651533,2.2679553903345724,336.23333333333335
378712350,2.16190690353047,370.56666666666666
378713347,1.7686457311089303,203.78333333333333
378714344,1.4144852560786343,322.15
378715341,1.8099454558333925,235.26666666666668
378716338,2.5181582840236683,450.65
378717335,2.2454349452193427,378.76666666666665
378718332,2.143256073722424,298.4
378719329,2.36043781506802,482.68333333333334
378720326,1.8233593329747175,247.85
378721323,2.4192364520280254,349.6666666666667
378722320,2.2835731414868103,361.3833333333333
378723317,2.191105603745009,363.1333333333333
378724314,2.4830228916064114,500.1666666666667
378725311,2.1409780503550677,413.05
378726308,1.8550421856167136,207.4
378727305,1.8301981022140836,400.45
378728302,1.8038227462913656,350.51666666666665
378729299,1.703355155482815,366.5833333333333
378730296,2.241906161760724,430.8666666666667
378731293,2.0236630680391663,265.51666666666665
378672470,2.1531456953642385,342.25
378673467,2.6031426084566403,363.8
378674464,2.4205897329074664,360.03333333333336
378675461,1.9226125422846736,320.23333333333335
378676458,2.4852095983375007,513.2666666666667
378677455,2.443691389599318,390.98333333333335
378678452,2.0248193528118126,371.3333333333333
378679449,2.371624938635248,339.48333333333335
378680446,1.9987340490176222,329.1166666666667
378681443,2.4220090641087695,378.76666666666665
378682440,2.361113801452784,344.15
378683437,2.462156133828996,336.23333333333335
378684434,1.8993379107405592,271.85
378685431,2.406843979894145,500.6666666666667
378686428,2.5697967176426704,357.45
378687425,2.4366893143915993,377.75
378688422,1.360890609874153,258.23333333333335
378689419,2.6231981002709124,498.3
378690416,2.16723294936604,402.21666666666664
378691413,1.6215299519933208,319.3833333333333
378652530,2.347467503361721,371.81666666666666
378653527,2.1420832055606667,326.0833333333333
378654524,2.2972860299328803,399.76666666666665
378655521,2.3379168979801,390.26666666666665
378656518,1.8781325531102913,262.01666666666665
378657515,2.262267561983471,387.18333333333334
378658512,2.4069974743723073,448.71666666666664
378659509,2.28774970090273,459.7
378660506,1.8947184330185378,333.53333333333336
378661503,2.4091352342317744,427.26666666666665
378662500,2.1832382504754144,368.0833333333333
378663497,2.0579207400399455,317.0833333333333
378664494,2.057007007007007,332.98333333333335
378665491,1.5940362957343759,285.6
378666488,2.63670632175958,481.9166666666667
378667485,1.3508682653775206,262.0
378668482,2.0947780916795775,365.75
378669479,2.010775047258979,264.48333333333335
378670476,2.1731309505228653,427.1166666666667
378671473,2.312914203833065,279.1333333333333
378792110,2.1125118184683265,370.1666666666667
378793107,2.3309873077379306,421.5
378794104,1.855586274190925,307.43333333333334
378795101,1.5907704042715483,349.5833333333333
378796098,2.4129090805966764,293.8333333333333
378797095,2.107594936708861,271.21666666666664
378798092,2.0033230293663062,215.65
378799089,1.7756024096385539,343.05
378800086,1.3298493280847021,245.55
378801083,2.1701885020460185,496.8833333333333
378802080,2.2960142283838016,365.45
378803077,1.701621001291063,348.53333333333336
378804074,2.0475167032658974,356.7
378805071,1.6439871535625072,280.21666666666664
378806068,2.137902388369678,240.73333333333332
378807065,2.2519660755589825,432.31666666666666
378808062,2.172019889799758,372.03333333333336
378809059,2.399851110467761,402.96666666666664
378810056,1.9608448963541374,296.6666666666667
378811053,2.5167080836135067,570.0666666666667
378692410,2.162959883600083,320.71666666666664
378693407,2.1788625969377606,335.25
378694404,2.334044911531672,405.96666666666664
378695401,1.6775085379736543,307.43333333333334
378696398,2.0411163597801987,345.75
378697395,2.3997596264965564,360.53333333333336
378698392,1.1926523910515154,243.6
378699389,2.1755192643094974,315.3333333333333
378700386,1.936190962708401,358.8666666666667
378701383,2.7006763507801086,433.68333333333334
378702380,2.4632802249297097,444.56666666666666
378703377,2.314029691052561,373.8333333333333
378704374,2.1244365811533763,395.6333333333333
378705371,1.6207000451966052,331.8666666666667
378706368,2.5318923355791925,487.3
378707365,2.5102080347111926,430.2
378708362,2.1570049569527785,319.4
378709359,2.4531928799354117,433.5
378710356,2.2435248336750493,398.3
378711353,2.167628981188303,357.9166666666667
378772170,2.4018736296591583,418.06666666666666
378773167,1.79335005108201,358.8833333333333
378774164,2.075817860300619,301.5833333333333
378775161,1.8809917355371901,342.81666666666666
378776158,2.034095016264407,415.0
378777155,2.3643588408814855,480.23333333333335
378778152,2.2382648450374782,313.5
378779149,2.1135886524822696,293.73333333333335
378780146,1.7656174334140435,309.73333333333335
378781143,2.028923462462149,319.21666666666664
378782140,2.2551624276001005,264.71666666666664
378783137,2.2029257314328583,444.31666666666666
378784134,2.3465428780845343,341.06666666666666
378785131,2.3652251562699327,391.93333333333334
378786128,2.216191727449826,367.8666666666667
378787125,2.3343938562808555,455.73333333333335
378788122,1.9088065682728963,341.01666666666665
378789119,1.9073757349011224,311.81666666666666
378790116,1.927689505110819,329.35
378791113,2.5726246665298587,406.06666666666666
378732290,2.2652129070281424,452.45
378733287,2.1096738387978142,390.3833333333333
378734284,2.156140907648366,315.0833333333333
378735281,1.5251458920726508,254.16666666666666
378736278,1.8562284588872477,270.78333333333336
378737275,2.2092031013442215,363.26666666666665
378738272,2.612386133195996,517.7666666666667
378739269,1.9362499999999998,386.65
378740266,2.441164817749604,420.65
378741263,2.0107976125881715,307.15
378742260,1.8017119838872107,330.98333333333335
378743257,1.8840888800714215,336.01666666666665
378744254,1.6162171547632829,287.95
378745251,2.14020015537175,364.7
378746248,2.0677331836467396,356.28333333333336
378747245,2.2840816326530615,408.31666666666666
378748242,1.9237072475570032,327.45
378749239,2.433086125293482,447.2
378750236,2.0315862387439387,360.9
378751233,2.2588519162785476,297.0
378752230,1.3335107011942768,281.8833333333333
378753227,2.1455933624608323,377.6333333333333
378754224,1.7273578859143126,338.03333333333336
378755221,2.058223661544822,241.86666666666667
378756218,1.8568805015515164,263.1666666666667
378757215,1.7431473403216355,255.96666666666667
378758212,2.3801285219970336,404.5833333333333
378759209,1.693971271426283,312.1
378760206,2.5695951653778675,512.95
378761203,1.900614243816059,301.1666666666667
378762200,2.120061448772994,423.1
378763197,2.387836169413281,310.46666666666664
378764194,2.1022466942647,414.6666666666667
378765191,2.4161109833678243,434.8833333333333
378766188,2.3584637268847795,351.48333333333335
378767185,1.7525185577942735,251.45
378768182,2.119773177815684,361.5
378769179,2.018141374196737,337.15
378770176,2.1613416647017214,282.71666666666664
378771173,2.276804398670551,406.1666666666667
378911750,1.9066515300067082,322.96666666666664
378912747,2.3862558246924985,397.0
378913744,2.045883026925681,320.0
378914741,2.108658640398881,274.0833333333333
378915738,1.7823433685923515,245.78333333333333
378916735,2.4209886333597677,315.23333333333335
378917732,2.151884700665188,285.6166666666667
378918729,2.3631496474275266,382.8833333333333
378919726,1.882215592165002,385.43333333333334
378920723,1.8290360046457608,358.73333333333335
378921720,1.9274324253672819,318.76666666666665
378922717,1.9199392904572188,351.3833333333333
378923714,2.180702683615819,377.5833333333333
378924711,2.3701160903757335,267.01666666666665
378925708,2.6508603379568134,539.5
378926705,1.8112640801001252,266.31666666666666
378927702,1.860406728596535,331.9
378928699,2.1879796578825705,360.48333333333335
378929696,2.429718549760727,410.95
378930693,2.153220099079972,329.68333333333334
378851930,2.431581321903902,369.4
378852927,1.6656080799666806,320.1166666666667
378853924,2.214050091631032,409.23333333333335
378854921,2.463145929876716,381.21666666666664
378855918,1.9367659904882073,343.4166666666667
378856915,1.9179788810670617,359.85
378857912,2.293646214015516,519.8833333333333
378858909,1.3874858650584243,221.06666666666666
378859906,1.7577242060934213,387.8333333333333
378860903,2.449840836743975,366.48333333333335
378861900,2.6264645330338756,445.23333333333335
378862897,1.2728548375780537,237.53333333333333
378863894,1.7275088697415104,263.05
378864891,1.0870135548753825,228.68333333333334
378865888,2.2630350194552524,428.31666666666666
378866885,2.0711570709893796,298.15
378867882,2.2676879452244276,481.95
378868879,2.0176850522862413,325.1166666666667
378869876,1.8467956683827444,281.6333333333333
378870873,2.062349799732977,374.48333333333335
378931690,2.5437443425557875,423.46666666666664
378932687,1.819656844461022,268.0833333333333
378933684,2.3912705311799423,364.26666666666665
378934681,2.029140278985057,402.6333333333333
378935678,2.2507167572911517,337.15
378936675,2.071674004080318,310.4166666666667
378937672,2.29055952340656,492.3666666666667
378938669,2.007163123866226,358.3
378939666,1.8696854094100734,301.43333333333334
378940663,1.883306819931236,324.76666666666665
378941660,1.7215830648872525,217.28333333333333
378942657,2.1000614412358463,379.75
378943654,2.292524036301555,370.95
378944651,1.6244740330854806,289.1333333333333
378945648,1.8671030165054068,351.3833333333333
378946645,1.9236089114137893,315.68333333333334
378947642,2.2141046170269547,249.78333333333333
378948639,1.8259658011399622,263.15
378949636,1.7311337311337311,284.8833333333333
378950633,1.583210770449146,294.6166666666667
378812050,1.7387836978325748,340.6333333333333
378813047,1.9106517030911596,423.23333333333335
378814044,2.3001957871995677,493.71666666666664
378815041,1.7320682451253482,287.18333333333334
378816038,2.6163643774200125,490.68333333333334
378817035,2.494251672240803,478.3833333333333
378818032,1.5100671140939597,297.98333333333335
378819029,2.233816964285714,477.85
378820026,2.3224768933879543,492.26666666666665
378821023,2.040647055793107,323.5
378822020,2.255038566807664,334.9
378823017,2.390046120318281,328.8333333333333
378824014,2.3441324392288347,397.65
378825011,1.8173677986146308,295.93333333333334
378826008,2.4178543396538186,403.43333333333334
378827005,2.233710378048256,387.5
378828002,1.763618787672012,293.0833333333333
378828999,2.143625017081948,365.8666666666667
378829996,1.7111889053453617,247.55
378830993,1.9497404630468813,404.55
378831990,2.185979037464186,459.53333333333336
378832987,2.207346229080635,383.4
378833984,1.753681488398822,232.0
378834981,1.5800770827156834,281.06666666666666
378835978,2.1705477933022848,375.73333333333335
378836975,2.177923581628715,431.81666666666666
378837972,2.1665033365999347,357.1333333333333
378838969,2.070667230126309,354.93333333333334
378839966,2.3740699487636445,374.06666666666666
378840963,1.973045005754437,275.1333333333333
378841960,1.6340723582616372,302.18333333333334
378842957,2.369931856899489,391.31666666666666
378843954,2.2457928197456996,356.51666666666665
378844951,2.2265007898894154,337.5833333333333
378845948,1.4482880965052332,281.8333333333333
378846945,2.5123552383517374,495.05
378847942,2.190151243066363,417.6333333333333
378848939,1.7484691722972974,315.71666666666664
378849936,2.150049398979088,404.85
378850933,2.427086670226019,468.23333333333335
378891810,2.660610361958836,469.65
378892807,2.540870715480683,428.3666666666667
378893804,1.705406852248394,311.31666666666666
378894801,2.317662051388028,483.8833333333333
378895798,2.1529672139585156,323.8
378896795,2.2922199447464577,374.01666666666665
378897792,2.098722667243992,307.9166666666667
378898789,2.0751019785749687,437.1666666666667
378899786,1.582121197179626,338.0
378900783,2.1124459613196813,366.23333333333335
378901780,2.3619501437404007,423.2
378902777,2.254146991161157,412.93333333333334
378903774,1.9967173252279633,274.15
378904771,1.7541929666366096,277.23333333333335
378905768,2.0037534810509747,275.28333333333336
378906765,2.2955791012057,364.9166666666667
378907762,2.305366972477064,363.31666666666666
378908759,1.947776,260.4
378909756,1.8170618882991671,342.26666666666665
378910753,2.1933625013339024,312.35
378951630,1.8096346041986147,315.1666666666667
378952627,2.1915272995573045,271.05
378953624,2.5136156146702344,423.51666666666665
378954621,2.200292932991578,364.1166666666667
378955618,1.8313748881598568,279.4
378956615,2.074563524039753,310.23333333333335
378957612,1.9559547244094486,270.9166666666667
378958609,1.999344956162451,330.75
378959606,2.375503091158043,401.6666666666667
378960603,1.6856673407482303,263.71666666666664
378961600,1.7256593843706016,272.3333333333333
378962597,2.092625940804359,360.93333333333334
378963594,2.1441237589471256,360.9
378964591,2.5115712545676008,519.95
378965588,2.3832712689773703,407.26666666666665
378966585,1.557541549074945,318.8833333333333
378967582,2.048011551651525,277.0
378968579,2.67190231172604,676.9666666666667
378969576,1.866289372892014,291.53333333333336
378970573,2.5340200340200343,529.0833333333334
378871870,2.0229991169623505,415.21666666666664
378872867,2.473124494278118,432.53333333333336
378873864,2.298839415736287,377.6666666666667
378874861,2.121097294123926,312.26666666666665
378875858,1.5735941592821714,299.03333333333336
378876855,2.226341008917876,250.41666666666666
378877852,2.090258804828374,335.5
378878849,2.4076960348865377,412.75
378879846,2.5630740328416364,479.05
378880843,2.1915177694875316,424.4
378881840,2.110624794835321,304.6166666666667
378882837,1.9584027392189527,360.18333333333334
378883834,1.9386916722482697,373.23333333333335
378884831,2.298375246651833,396.96666666666664
378885828,1.916927695118768,255.38333333333333
378886825,2.199087474856498,339.7
378887822,2.660926252886052,613.5666666666667
378888819,2.50577901063338,540.7333333333333
378889816,2.030406746031746,335.98333333333335
378890813,2.187133864570826,458.03333333333336
378971570,2.5773758996124747,451.56666666666666
378972567,1.2685352060157853,268.1666666666667
378973564,2.394012574426448,400.26666666666665
378974561,2.5302227411532248,371.1166666666667
378975558,2.1188267887256087,276.71666666666664
378976555,2.210680412371134,404.15
378977552,2.031617987946222,359.48333333333335
378978549,2.387378918543344,407.76666666666665
378979546,2.5867589341045236,484.0833333333333
378980543,1.556244131455399,266.23333333333335
378981540,1.4661638527539442,240.85
378982537,2.214776234567901,431.98333333333335
378983534,2.4570376828441343,516.1333333333333
378984531,2.5311328692725468,435.75
378985528,2.2808979173779447,390.51666666666665
378986525,2.312302299734975,389.8833333333333
378987522,2.323767780350645,403.05
378988519,2.2703513281919454,388.98333333333335
378989516,2.6097026893659017,540.3833333333333
378990513,2.638872438706621,422.1333333333333
379051330,2.2834239772995977,352.4
379052327,2.66063067636938,590.8833333333333
